id,label
2639,0.000000
11787,0.994107
9076,0.967774
7791,0.000259
5826,0.977659
2425,0.000000
3395,0.999996
8136,0.000008
8313,0.000003
4191,0.954971
12371,1.000000
7928,0.999999
575,0.000724
5392,0.000022
8304,1.000000
8919,0.999971
4296,0.000001
2852,0.000717
5894,0.000000
9859,0.991192
8403,0.930138
2935,0.000001
11227,0.999709
2426,0.000000
7897,0.000297
9861,1.000000
9810,0.000003
11400,1.000000
4018,0.000000
2822,1.000000
6206,1.000000
2234,0.258378
5473,0.986057
4285,0.140340
8869,1.000000
7518,0.980998
7805,0.020438
7961,0.868387
2247,0.000009
3397,0.000002
3733,0.000000
2309,0.005531
9631,0.863917
2401,0.000001
11863,0.999979
8678,0.000000
7896,0.988558
2360,0.000000
6950,0.678689
5858,0.999976
7586,0.000000
9420,0.966797
577,0.001235
7187,0.000000
7286,0.000396
2330,0.000019
7553,1.000000
5282,0.047089
10853,0.999999
792,0.999778
155,0.885766
10426,0.003316
23,1.000000
831,0.000002
165,0.000847
857,0.968645
742,0.999820
3491,1.000000
9534,1.000000
11378,0.524873
9726,0.000000
9927,0.000000
11184,0.000006
6356,0.595564
9877,0.003406
550,0.002737
10801,0.961765
5206,0.000001
6818,0.999905
6180,1.000000
975,0.000001
4020,0.022489
11697,1.000000
8838,1.000000
1050,0.000068
10262,0.999688
10989,0.000000
8144,0.000253
3696,0.000001
12010,0.999995
4506,0.000004
6093,1.000000
851,0.999731
3462,0.000002
8701,0.000076
12373,0.000000
9265,0.000006
5376,0.999396
8920,1.000000
1258,0.000178
6196,0.436473
6517,0.999978
3437,0.994870
2735,0.000002
5252,0.000000
1773,0.999864
11407,0.000420
12157,0.958228
9240,0.000413
10706,0.999861
1448,0.388573
9062,1.000000
11081,1.000000
3540,0.000000
6890,0.000000
6897,0.000016
11571,0.999871
5981,0.000200
2856,0.942861
3999,0.983187
6965,0.046645
70,1.000000
2554,0.000004
5265,0.000232
3089,0.999915
3228,0.002669
9440,0.002326
2525,0.025801
3099,1.000000
3899,0.999799
10924,0.993865
10160,0.052765
6372,0.001857
5769,0.000000
3201,0.543445
11319,0.999985
3649,0.000001
4323,0.029640
11310,1.000000
686,0.999920
3084,0.003907
7967,1.000000
9676,0.000000
726,0.000042
9421,1.000000
8910,0.000006
10581,0.980516
9929,0.000319
9597,0.261760
9478,0.999990
8824,0.000200
1163,0.136607
1055,0.679779
6756,0.058135
4106,0.000001
7437,0.000000
9089,0.001231
11399,1.000000
1452,0.999810
6614,0.071417
205,0.000000
8003,0.999995
1289,1.000000
7263,0.042794
3316,0.000097
627,0.000012
12406,0.000478
6367,1.000000
8474,0.999975
7240,0.000492
8669,0.002977
2210,0.999992
4488,0.025308
12368,0.001277
2995,0.000573
5799,0.126925
3027,0.000010
9950,0.000000
8521,0.005923
6228,0.003529
3112,0.999763
5309,0.008976
9127,0.000051
2238,0.999799
10491,0.047262
9841,0.250587
8421,0.000063
12326,0.002697
5868,0.000000
4539,1.000000
2349,0.000000
11238,0.999955
11477,0.000450
11714,0.056327
2369,0.000167
8331,0.936395
2345,0.998321
8930,0.000002
5546,0.366555
2657,0.148449
6013,0.000000
175,1.000000
7858,0.002286
6972,1.000000
5975,1.000000
7529,0.999994
3158,0.000000
10747,0.077758
12379,1.000000
2488,0.009630
4838,0.997789
2168,0.000673
4625,0.022652
10235,0.000000
8190,0.958073
5244,0.999956
1477,1.000000
2134,0.952020
6397,0.995459
388,0.000024
1181,0.151600
9506,0.000022
11155,0.999746
11804,0.999363
2006,0.547341
4918,0.603067
1028,0.000041
2192,0.120245
8616,0.000000
6978,0.999517
1777,0.001745
3248,0.999573
1736,0.000007
10105,0.999971
5713,0.000022
4693,0.999882
11959,0.007485
4823,1.000000
3682,1.000000
2892,1.000000
3245,0.999994
12088,0.871923
11251,0.999998
1725,1.000000
6126,0.998175
10696,1.000000
10576,0.000013
11643,0.988926
7105,0.165767
1451,0.007496
8642,0.999661
8276,0.999998
8782,0.001599
10846,0.003032
9972,0.000147
2337,0.004097
8546,0.006451
12037,0.999656
7243,0.000000
3518,0.000006
7001,0.999989
6176,1.000000
10303,0.894727
10939,0.025240
3439,0.000000
11818,0.008134
8448,0.999105
10854,0.999912
1889,0.001441
3156,0.999571
2537,1.000000
9903,1.000000
4157,0.000189
21,1.000000
10718,0.000088
3312,0.999496
4576,0.000000
11916,0.000000
488,0.000284
3914,0.999944
2832,0.999996
11302,0.998589
9865,0.007619
684,0.999955
4239,0.015959
9817,0.999073
3758,0.999991
2909,0.000010
11949,0.000257
10766,0.999997
1539,0.000001
4509,0.003300
3209,1.000000
4344,1.000000
11294,0.973912
5398,0.000003
5222,1.000000
8315,0.000202
1026,0.007966
4233,0.999927
27,0.999999
1273,0.999999
2974,0.999992
5205,0.000000
1293,0.000263
4876,0.971503
5340,0.942484
10796,0.000209
3474,0.000002
7747,0.999983
11440,0.000000
9728,0.000001
9253,0.999993
10401,0.293149
2575,0.495311
201,0.999999
8589,0.999997
3606,1.000000
3907,1.000000
9247,0.040751
7504,1.000000
868,0.004309
11495,0.000273
1006,1.000000
9009,1.000000
3264,0.090699
3768,0.884950
3849,1.000000
9458,1.000000
2366,1.000000
5005,0.000094
163,0.000014
4586,0.999874
10396,0.999984
5350,0.999778
1338,0.015009
5949,0.000015
12400,0.999981
4755,1.000000
2823,0.000008
1622,0.000353
12114,1.000000
11394,0.990704
10525,0.908913
11827,1.000000
5310,0.999596
1890,0.001212
735,1.000000
3138,0.999994
6746,0.000070
3202,0.000029
6587,0.001270
2241,1.000000
3124,0.999954
7279,0.946735
10522,0.267551
2958,0.999955
33,0.999325
2385,0.995685
1690,1.000000
4237,1.000000
3745,0.000000
3362,0.995120
2668,0.000404
8602,0.000195
9823,1.000000
1553,1.000000
3484,0.865287
2806,1.000000
9713,0.999996
2456,0.708340
12143,0.057554
7989,0.999860
9335,1.000000
6687,0.000001
1831,0.999999
8737,0.008635
5406,0.999992
12413,0.022406
6218,0.999997
8826,0.002330
5313,0.709547
7877,0.000231
8042,0.001831
1599,0.405070
4391,0.999989
9774,1.000000
5909,0.017149
10175,0.031856
607,0.999999
4972,0.000000
1619,0.984350
10596,0.000127
3651,0.361259
3689,0.002870
1798,0.000225
5079,0.000000
5264,1.000000
9660,1.000000
6655,0.000035
6273,0.999229
11363,1.000000
10034,1.000000
9568,0.347980
4773,1.000000
9800,0.002007
4688,0.040405
12082,0.999011
5992,0.999529
7091,0.021540
1759,1.000000
2441,0.001086
10813,0.000000
653,0.008741
6592,1.000000
11667,0.000000
5077,1.000000
936,0.045418
8995,0.482448
6404,0.997208
1004,1.000000
7169,1.000000
2590,0.999945
12213,0.999994
2641,0.163736
2761,0.995070
9364,0.945875
4118,0.288013
3922,0.076820
8001,0.000000
12393,0.994503
7229,0.000000
10212,0.000057
1937,0.999985
4953,0.966053
4166,1.000000
3552,1.000000
4517,0.000557
12408,0.000421
12127,0.000309
10921,0.404446
8102,1.000000
7434,0.726463
6623,0.001106
866,1.000000
11582,0.000000
5132,0.000000
11835,1.000000
5860,1.000000
9272,0.999977
5276,1.000000
9489,0.999995
1369,0.851994
1519,0.773649
12283,0.001403
5308,1.000000
4954,0.999987
2255,0.999993
7369,0.001047
7645,0.999924
7096,1.000000
1542,1.000000
6051,0.999712
2097,0.826527
4262,0.497402
5017,0.945618
4857,0.962048
10126,0.001242
11233,0.000011
11606,0.035510
10806,1.000000
1067,1.000000
859,0.000019
4234,0.924928
11469,1.000000
9192,0.001088
6106,1.000000
6198,0.000004
1961,0.000369
5288,0.999998
1079,0.764053
437,0.000000
11720,0.999999
1749,0.004467
10625,0.892088
4203,0.999630
1905,0.999993
1089,1.000000
2760,0.039519
5422,0.596037
6387,0.977067
3784,1.000000
6530,0.999423
9916,0.999414
10931,0.006474
11369,0.000010
10599,1.000000
6105,1.000000
3385,0.999993
611,0.000008
12329,0.988686
5498,0.000647
4152,0.988612
5648,0.188842
7954,0.000000
4862,0.679259
5651,0.919260
1188,0.995099
12163,1.000000
8757,0.000003
3235,0.999648
6432,1.000000
6992,1.000000
8579,1.000000
1724,0.153513
6582,0.750465
1002,1.000000
4128,0.000000
3625,0.997819
6212,0.000010
12447,0.999545
8002,0.000009
11715,0.999984
2339,0.999809
11344,0.999968
907,0.999995
9193,1.000000
11549,0.000548
118,0.994749
11263,0.000128
2508,0.002323
6721,0.999987
4870,1.000000
7166,0.999999
4782,1.000000
4329,0.003482
12136,0.000413
10454,0.000042
6538,0.000058
5293,0.999935
5525,0.000007
5667,1.000000
2981,0.999558
10604,0.004887
6984,1.000000
5758,0.004394
825,0.001637
1706,0.999997
3274,1.000000
11130,0.000049
5725,0.000001
1436,1.000000
5173,0.994452
10731,0.999997
6039,0.000018
2079,0.049324
8676,0.998666
11441,1.000000
343,0.008244
6324,0.051745
6697,0.005634
5751,0.999983
6767,0.153035
6671,1.000000
2863,0.000529
4313,0.001129
1365,0.392682
2215,1.000000
3704,0.000000
904,1.000000
9999,0.008180
3389,0.000028
6809,0.960785
11783,0.000434
12144,0.000015
9188,1.000000
7634,0.000005
3505,1.000000
5815,1.000000
4010,0.001523
502,0.000000
6764,0.578745
2669,0.000156
6020,1.000000
2936,0.998471
2278,0.000104
1762,1.000000
12269,0.999822
11217,0.991529
5817,0.000286
8327,0.999967
4229,0.999676
8671,0.905183
10392,0.001376
4780,1.000000
7322,0.000747
9529,0.000416
1634,0.990140
3668,0.000005
4109,0.004777
11610,0.146417
4787,0.956932
7744,0.000000
4252,0.837537
26,0.999685
2003,0.000451
11182,1.000000
10726,0.007347
11702,0.000000
1556,0.000248
3327,1.000000
4444,0.000019
7503,0.999997
12023,0.999894
12199,1.000000
7725,0.999911
243,0.000156
1849,0.999998
4279,0.000085
12490,0.999993
9027,0.999969
10695,1.000000
5172,1.000000
2615,0.003040
4635,1.000000
220,0.999994
8062,0.002555
547,1.000000
9156,0.000090
6779,0.014006
3194,0.000066
7643,1.000000
11511,0.014233
8570,0.000167
11909,0.000958
479,0.999947
8643,0.999651
6769,0.000036
5628,0.999998
2001,1.000000
7656,0.008504
5746,0.000013
5143,0.817619
12363,0.000179
2913,0.999283
7774,0.999579
6501,0.000225
5371,1.000000
366,0.999997
5272,0.000064
6743,0.000018
7309,0.999769
12475,0.000249
1649,0.000030
57,1.000000
8773,0.000001
10628,0.000000
8762,0.999985
5513,1.000000
10492,0.999995
10511,0.000105
9850,1.000000
2555,1.000000
12383,0.725688
3315,1.000000
1775,0.006636
9523,0.000003
9764,0.999738
833,0.999832
5303,0.000013
10844,0.999998
1710,0.000000
8075,0.977536
9412,0.000012
3199,0.000000
3961,0.999992
10742,0.999999
2551,0.000001
9212,0.999974
1464,0.022390
379,0.999999
2099,0.997054
3131,0.000347
2568,0.999969
1621,0.246537
7442,0.000019
5229,0.000000
7359,0.996780
7193,0.058853
1561,0.003978
10660,0.000001
11832,0.988000
5976,0.275454
864,1.000000
4922,0.000002
746,0.999975
9365,0.999999
1377,1.000000
1425,0.011936
6948,0.999946
8731,0.614459
8949,0.000000
8830,0.999999
8852,0.000006
667,1.000000
11852,1.000000
10101,1.000000
11968,0.000000
2356,0.022945
5324,0.296597
6747,0.023639
4638,0.000000
10455,0.105143
8040,0.000084
12228,0.999979
11429,1.000000
11361,0.000211
7414,0.001397
863,0.934308
12113,1.000000
4812,0.949440
4596,0.999930
2684,0.973795
7860,0.437829
10485,0.997079
11038,0.000012
4855,0.000000
9770,0.899527
7798,1.000000
1536,1.000000
6000,1.000000
950,0.999765
12457,0.000018
7167,0.000000
11575,0.999953
9003,0.999108
8545,1.000000
6350,0.054062
11053,0.995690
4245,0.999875
6247,0.000000
6041,0.999995
3329,1.000000
7173,0.000000
11887,0.000076
5671,0.000364
2784,0.000018
5209,0.145605
1923,0.000000
7887,0.995667
4364,0.000001
11146,0.999780
7457,0.984477
2466,0.993076
2473,0.000055
2598,0.995594
85,0.992600
2567,0.000005
3044,1.000000
663,0.000000
2019,0.000005
3193,0.000015
7786,0.000002
5787,0.998186
963,1.000000
1845,1.000000
10493,0.011896
5223,0.000002
7375,1.000000
7334,1.000000
1483,0.999999
3223,0.999948
9177,0.906569
4429,1.000000
809,1.000000
7142,1.000000
2576,0.000005
1024,0.000597
5163,0.957592
9638,0.089672
10752,0.735308
4263,0.000000
6422,0.999988
5444,0.999787
4865,1.000000
12184,1.000000
9901,0.000018
7769,1.000000
290,0.000152
12251,0.593191
11663,1.000000
1670,0.000001
9751,1.000000
2724,0.999949
6929,0.991952
5049,0.999996
9551,1.000000
1454,0.000016
5866,0.000000
11973,0.003743
11789,1.000000
10391,0.025398
4396,0.979442
2512,0.000107
346,0.999980
1748,0.012191
6302,0.906980
979,0.999916
8183,0.999954
7770,0.518774
10995,0.033615
12174,0.963305
1745,0.002336
10932,1.000000
2262,0.001451
4421,1.000000
4757,0.999999
11306,0.999997
10041,1.000000
6643,0.999940
11880,0.005904
3770,0.938915
5365,0.000000
4818,0.241598
10640,1.000000
9948,0.000811
2216,0.999955
1355,0.000003
7976,0.000074
1543,0.426357
6490,0.000000
4075,0.000902
7980,0.000000
2930,0.000159
11269,1.000000
8323,0.999997
5843,1.000000
5933,0.017831
10917,0.004031
6471,0.000291
7708,0.044133
3945,1.000000
297,1.000000
8670,0.999803
1786,0.615423
877,0.000002
3473,0.000000
6949,1.000000
12129,0.004866
6812,0.000002
6260,0.943564
3106,0.000006
10252,0.002375
4975,0.000003
4146,0.000008
8193,1.000000
11457,0.000000
10447,0.999993
11826,0.000462
4534,0.001057
1353,1.000000
11075,0.000002
1545,0.053189
10153,0.999854
12403,1.000000
5048,0.977443
3119,0.999645
6636,0.999998
556,0.000950
7038,0.002117
7886,0.000353
7337,0.000016
6784,0.000001
7841,0.000625
3943,1.000000
1769,1.000000
9350,0.999833
6843,1.000000
776,0.083956
2541,0.999998
6602,0.999905
8153,1.000000
7637,1.000000
4579,0.049013
645,0.022620
1329,0.999999
890,0.348897
11605,0.992620
6515,0.000016
2807,0.000002
6639,0.000000
6400,0.999998
593,0.996737
2053,0.000020
5452,0.000001
3203,0.999994
4508,0.000000
1169,0.994257
9683,0.000001
11855,1.000000
5875,0.000261
404,0.000004
4903,0.011052
822,0.000006
11195,0.999794
4390,1.000000
6480,1.000000
9209,0.000679
9727,0.999948
12205,0.001146
9730,0.272163
10278,0.231003
9191,0.999837
4621,0.000185
130,0.996010
1515,0.029558
8606,0.006861
8476,1.000000
9747,1.000000
2940,0.999996
1939,1.000000
12411,0.913332
6652,1.000000
8583,1.000000
8132,0.002749
6336,0.000000
6478,1.000000
5832,0.000004
5159,0.999981
11353,0.000265
8369,0.999991
110,1.000000
9586,0.049238
6382,0.000052
12020,0.010844
1972,0.649576
8477,0.000000
7185,0.000014
9547,0.957642
12378,1.000000
11978,0.999864
3909,0.936386
10954,0.967825
4315,0.999999
719,0.999967
11838,1.000000
6864,0.000000
1469,1.000000
54,0.000214
2107,1.000000
6440,0.000000
1277,0.000004
5709,0.000225
4964,0.000008
5730,0.872589
7125,0.000000
7893,0.999992
12433,0.999869
2202,0.999999
10500,1.000000
8387,0.000017
1080,1.000000
5216,0.999573
4193,0.308835
68,0.000000
3060,0.962604
1507,0.000000
7319,0.974023
554,0.000098
6263,0.000001
11079,0.999960
6084,0.999576
9164,0.999997
9787,0.003749
7704,0.990848
3657,0.000000
7299,0.000000
9545,0.000619
11129,0.000001
2000,0.108997
7640,0.000000
7617,0.000000
5007,0.000008
6433,0.993475
4929,1.000000
7892,0.999997
10845,0.999995
8827,1.000000
8832,0.000000
2191,0.000000
6731,0.999996
12079,1.000000
4306,0.306085
1568,0.996638
9454,0.003153
2876,1.000000
3937,0.997954
1415,0.001595
10087,1.000000
473,0.999806
10221,0.566936
9502,0.000001
12152,0.000000
2383,0.999994
3644,0.000019
12423,0.002984
7223,0.118875
10379,0.999765
2354,0.000000
7118,0.086050
463,0.999997
4807,0.006402
9168,1.000000
8513,0.022222
4766,0.000091
12221,0.002175
10603,0.000151
626,0.999946
1663,0.015620
2588,0.026955
10399,1.000000
5413,1.000000
2206,0.345631
4407,1.000000
11768,0.004977
335,0.000080
310,0.012937
1199,0.010519
7986,0.999565
8054,1.000000
10302,0.997449
5533,0.000771
1520,0.023735
4699,0.500068
2043,0.451345
10631,0.000000
3630,0.981977
9392,0.001242
2972,0.188084
9155,0.999862
5777,0.999992
2005,0.927546
4215,1.000000
892,0.999070
10135,1.000000
2682,1.000000
6363,0.999897
2063,0.824653
1992,0.000036
3890,0.000000
1537,0.999990
371,0.999995
9325,0.000054
8895,0.000095
3026,0.000048
8447,0.000011
1861,0.000014
445,0.000068
4896,0.100966
2662,0.010850
1770,0.000695
180,0.000005
2506,0.962641
8201,0.999995
11058,0.353253
1153,0.000000
6882,0.000015
9633,0.000100
4934,0.000074
185,0.000307
9569,0.995875
9075,1.000000
4798,0.000044
8999,0.000149
5331,0.999706
8922,0.000672
6417,0.198453
9643,0.998523
418,0.999892
20,0.000239
8501,0.000000
5083,0.000000
3887,0.000009
8752,0.006810
7825,0.000000
6556,0.724416
6664,1.000000
8242,0.999573
5394,1.000000
1426,0.000000
10340,0.014899
9744,0.000000
9069,1.000000
11386,1.000000
6271,0.000002
4599,0.999999
9146,0.000000
3406,0.002893
7415,0.996815
1494,0.000002
10137,0.000079
8963,0.010517
6681,0.002414
8220,0.013494
6128,0.999954
2827,1.000000
11425,0.997620
9590,0.000137
5464,1.000000
6760,0.000001
4867,1.000000
8030,0.000005
1235,1.000000
1624,0.000671
5515,1.000000
10913,0.020312
12211,0.007525
9416,0.999151
2800,1.000000
10403,1.000000
10860,0.000000
3270,0.027074
458,0.000002
8965,1.000000
3330,0.000004
8886,0.000006
2248,0.039803
429,0.989278
3231,0.000384
8301,1.000000
3608,0.999967
238,0.999843
1290,1.000000
8309,0.831088
495,0.963930
1815,0.000973
2034,0.000255
6369,0.000000
173,0.653150
5807,1.000000
2582,1.000000
2580,0.001130
1984,0.990018
9099,0.999999
12498,1.000000
4549,0.000464
4573,0.999967
10112,0.000000
9967,1.000000
8197,1.000000
5241,0.999990
12125,0.001015
9353,0.036338
6467,1.000000
12422,1.000000
273,0.979911
8191,0.563491
9895,0.999415
11657,0.000204
326,0.997729
7028,0.000000
4045,0.000899
8247,0.001853
6267,0.000118
8119,0.009965
